Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,has_newcomer_labels,found_newcomer_labels,contributors_count,commits_count,first_contributor_date,first_commit_files_changed,first_commit_additions,first_commit_deletions,first_commit_language,owner_type,size,subscribers_count,watchers_count,languages,Number of pull requests open,Number of pull requests merged,Number of pull requests closed,Number of issues open,Number of issues closed,Average time to close a pull request (days),Average time to close an issue (days),Average number of commits per month,Average number of newcomers per month,Average number of forks per month,Average number of stars per month,Size of README (KB),Size of CONTRIBUTING (KB),Size of CODE_OF_CONDUCT (KB),Repository age (months),full_name,distros_present,exclusion_reasons
autoware_core,autowarefoundation,,https://github.com/autowarefoundation/autoware_core,66792,160,119,88,3d-map;autonomous-driving;autonomous-vehicles;autoware;calibration;planner;ros;ros2;self-driving-car,Apache-2.0,True,True,True,True,False,False,,62,627,2021-11-22T02:24:52Z,1,5,0,docs,Organization,66792,9,160,C++;Python;CMake,50,618,728,38,47,14.95,41.59,12.06,1.27,2.29,3.08,0.91,0.1,5.36,52,autowarefoundation/autoware_core,humble,
navigation2,ros-planning,ROS 2 Navigation Framework and System,https://github.com/ros-navigation/navigation2,116860,3945,1728,132,navigation;robotics;ros2,Other,True,True,False,True,False,True,good first issue,344,3476,2018-06-04T20:08:22Z,1,3,0,docs,Organization,116860,66,3945,C++;Python;CMake;C;CSS;Dockerfile;Shell;Jupyter Notebook;HTML,43,2847,3448,89,2394,12.03,57.12,36.98,3.79,18.38,41.97,46.78,0.89,0.0,94,ros-navigation/navigation2,humble|jazzy|kilted,
moveit2,ros-planning,:robot: MoveIt for ROS 2,https://github.com/moveit/moveit2,93682,1693,720,319,,BSD-3-Clause,True,True,True,True,False,True,good first issue,311,9458,2011-10-12T03:01:20Z,11,191,0,config,Organization,93682,46,1693,C++;C;Python;CMake;Shell;Dockerfile;TeX;NASL;HTML;GDB,68,1735,2194,251,1072,28.47,124.02,111.27,5.47,8.47,19.92,30.14,0.2,2.75,85,moveit/moveit2,humble|jazzy|kilted,
etsi_its_messages,ika-rwth-aachen,ROS / ROS 2 Support for ETSI ITS Messages for V2X Communication,https://github.com/ika-rwth-aachen/etsi_its_messages,25632,75,23,7,etsi;ros;ros2;v2x,MIT,True,False,False,False,False,True,good first issue,13,1464,2022-09-03T17:18:22Z,2,4,0,other,Organization,25632,9,75,C;C++;Python;Rust;CMake;Jinja;Dockerfile;Shell,3,83,90,4,17,15.28,35.76,48.8,0.53,0.77,2.5,23.35,0.0,0.0,30,ika-rwth-aachen/etsi_its_messages,humble|jazzy|kilted,
ament_lint,ament,,https://github.com/ament/ament_lint,3300,49,127,94,,Apache-2.0,False,True,False,False,False,True,good first issue,64,546,2014-05-31T00:35:27Z,1,202,0,other,Organization,3300,17,49,Python;C;CMake;C++,22,346,394,72,84,53.83,93.25,3.85,0.49,0.89,0.35,0.0,0.89,0.0,142,ament/ament_lint,humble|jazzy|kilted,
ros2_controllers,ros-controls,Generic robotic controllers to accompany ros2_control,https://github.com/ros-controls/ros2_controllers,13987,676,457,126,ros;ros2;ros2-control;ros2-controllers;ros2-humble;ros2-jazzy;ros2-kilted;ros2-rolling,Apache-2.0,True,False,False,False,False,True,good first issue,140,1007,2017-09-09T17:12:13Z,1,1,0,docs,Organization,13987,23,676,C++;CMake;Python,43,1366,1567,83,483,28.65,222.06,9.87,1.43,4.48,6.63,5.63,0.0,0.0,102,ros-controls/ros2_controllers,humble|jazzy|kilted,
aerostack2,aerostack2,Aerostack2 is a ROS 2 framework developed to create autonomous multi-aerial-robots systems in an easy and powerful way.,https://github.com/aerostack2/aerostack2,66269,297,73,75,aerial-robotics;drones;robotics;ros2;swarm-robotics;uavs,BSD-3-Clause,True,True,True,True,False,True,good first issue,21,2089,2022-12-09T10:04:55Z,300,64609,0,code,Organization,66269,10,297,C++;Python;Jinja;CMake;Shell;Dockerfile;Batchfile;Makefile,14,478,521,61,286,7.14,86.64,53.56,0.56,1.87,7.62,2.23,0.19,5.13,39,aerostack2/aerostack2,humble,
ecl_core,stonier,"A set of tools and interfaces extending the capabilities of c++ to provide a lightweight, consistent interface with a focus for control programming.",https://github.com/stonier/ecl_core,2883,88,75,14,,Other,True,False,False,False,False,False,,9,390,2012-11-17T12:53:14Z,2,17,0,config,User,2883,11,88,C++;CMake;Makefile,3,41,55,11,50,9.83,193.83,2.44,0.07,0.47,0.55,0.16,0.0,0.0,160,stonier/ecl_core,humble|jazzy|kilted,
rosbag2,ros2,,https://github.com/ros2/rosbag2,8339,395,300,108,,Apache-2.0,True,True,False,False,False,True,good first issue,130,947,2018-03-29T14:54:58Z,1,1,0,docs,Organization,8339,32,395,C++;Python;CMake,17,1319,1594,91,645,22.12,180.99,9.86,1.42,3.12,4.11,33.83,0.89,0.0,96,ros2/rosbag2,humble|jazzy|kilted,
ament_cmake,ament,Supporting CMake packages for working with ament,https://github.com/ament/ament_cmake,2190,121,143,77,,Apache-2.0,False,True,False,False,False,True,good first issue,63,564,2014-05-19T04:03:18Z,1,202,0,other,Organization,2190,18,121,CMake;Python;C;Batchfile;C++;Shell,21,353,412,56,131,36.01,91.19,3.97,0.49,1.01,0.85,0.0,0.89,0.0,142,ament/ament_cmake,humble|jazzy|kilted,
examples,ros2,Example packages for ROS 2,https://github.com/ros2/examples,1726,894,354,22,,Apache-2.0,True,True,False,False,False,True,good first issue,47,577,2014-07-16T17:12:26Z,7,212,0,code,Organization,1726,43,894,C++;Python;CMake;C,8,273,312,14,96,25.12,46.69,4.12,0.4,2.53,6.39,0.15,0.89,0.0,140,ros2/examples,humble|jazzy|kilted,
mola,MOLAorg,A Modular Optimization framework for Localization and mApping (MOLA),https://github.com/MOLAorg/mola,4787,867,125,29,computer-vision;cxx;cxx17;datasets;graph-slam;lidar;lidar-point-cloud;localization;mobile-robots;slam;toolkit;visual-slam,Other,True,False,False,False,False,False,,3,1550,2018-11-05T22:04:03Z,3,685,0,config,Organization,4787,29,867,C++;Python;CMake;C;Dockerfile;MATLAB;Shell,0,33,33,29,46,1.6,407.9,17.61,0.03,1.42,9.85,41.76,0.0,0.0,88,MOLAorg/mola,humble|jazzy|kilted,
demos,ros2,,https://github.com/ros2/demos,5472,615,354,41,,Apache-2.0,True,True,False,False,False,True,good first issue,82,771,2015-07-15T22:47:26Z,2,215,0,docs,Organization,5472,32,615,C++;Python;CMake;C,15,536,599,26,122,27.11,142.43,6.02,0.73,2.77,4.8,0.3,0.89,0.0,128,ros2/demos,humble|jazzy|kilted,
phidgets_drivers,ros-drivers,ROS drivers for various Phidgets devices,https://github.com/ros-drivers/phidgets_drivers,998,50,62,10,phidgets;ros;ros-driver,Other,True,False,False,False,False,False,,23,399,2012-07-10T13:40:37Z,90,811,0,code,Organization,998,5,50,C++;Python;CMake;Shell,0,103,124,10,62,34.54,100.38,3.56,0.24,0.55,0.45,6.87,0.0,0.0,112,ros-drivers/phidgets_drivers,humble|jazzy|kilted,
open_manipulator,ROBOTIS-GIT,AI Manipulator and Open Manipulator,https://github.com/ROBOTIS-GIT/open_manipulator,41482,595,205,4,arduino;dynamixel;gazebo;manipultor;moveit;openmanipultor;package;robot;robotis;ros;turtlebot;turtlebot3,Apache-2.0,True,True,False,False,False,False,,14,1019,2017-01-20T08:28:55Z,16,622,0,code,Organization,41482,28,595,C++;Python;CMake;C;Shell;Dockerfile,1,151,173,3,185,16.69,269.73,9.26,0.2,1.86,5.41,1.3,0.89,0.0,110,ROBOTIS-GIT/open_manipulator,humble|jazzy|kilted,
clips_executive,carologistics,,https://github.com/carologistics/clips_executive,81209,7,2,7,,Apache-2.0,True,True,False,False,False,True,good first issue,4,544,2021-06-17T12:37:06Z,1,3,0,docs,Organization,81209,9,7,C++;Python;CLIPS;CMake;Jupyter Notebook;PDDL,3,21,22,4,3,26.71,211.87,10.26,0.08,0.04,0.13,0.65,2.68,0.0,53,carologistics/clips_executive,jazzy|kilted,
ros2_planning_system,PlanSys2,This repo contains a PDDL-based planning system for ROS2.,https://github.com/PlanSys2/ros2_planning_system,441744,469,109,42,,Apache-2.0,True,True,True,False,False,True,good first issue,28,1219,2019-11-18T11:10:14Z,2,31,0,docs,Organization,441744,19,469,C++;Python;PDDL;CMake,7,214,242,35,101,19.22,83.71,16.04,0.45,1.43,6.17,2.68,3.71,3.27,76,PlanSys2/ros2_planning_system,jazzy|kilted,
grid_map,ANYbotics,Universal grid map library for mobile robotic mapping,https://github.com/ANYbotics/grid_map,11344,3065,856,151,costmap;cpp;elevation;grid-map;height-map;mapping;navigation;occupancy;octopmap;opencv;pcl;ros;rviz;terrain,BSD-3-Clause,True,False,False,False,False,True,good-first-issue,39,806,2014-09-11T17:17:59Z,1,28,0,config,Organization,11344,104,3065,C++;CMake;Python,44,178,239,107,140,68.89,134.43,5.84,0.41,6.2,22.21,37.88,0.0,0.0,138,ANYbotics/grid_map,humble|jazzy|kilted,
off_highway_sensor_drivers,bosch-engineering,"This project provides ROS drivers for Bosch Off-Highway sensor systems. (Radar Off-Highway Premium, Radar OHW, General Purpose Radar Off-Highway (GPR), Ultrasonic Sensor System OHW Entry & Premium)",https://github.com/bosch-engineering/off_highway_sensor_drivers,563,70,24,1,agriculture;agv;amr;automation;autonomous-mobile-robotics;autonomous-mobile-robots;construction;driver;high-imaging-radar;mobile-machines;off-highway;radar;radar-off-highway;ros2;surround-sensing;ultrasonic;ultrasonic-sensor;ultrasonic-sensor-system-ohw-entry;ultrasonic-sensor-system-ohw-premium,Other,True,True,False,False,False,True,good first issue,13,125,2022-12-09T10:26:18Z,82,6601,0,code,Organization,563,9,70,C++;CMake;Python,0,15,21,1,10,30.64,144.97,3.29,0.34,0.63,1.84,4.88,0.38,0.0,38,bosch-engineering/off_highway_sensor_drivers,humble|jazzy,
ros2cli,ros2,ROS 2 command line interface tools,https://github.com/ros2/ros2cli,4015,242,208,105,,Apache-2.0,True,True,False,False,False,True,good first issue,96,715,2017-06-06T22:14:20Z,2,215,0,docs,Organization,4015,25,242,Python;EmberScript;C++;Shell;CMake,23,669,776,82,310,34.91,128.65,6.81,0.97,1.98,2.3,1.28,0.89,0.0,105,ros2/ros2cli,humble|jazzy|kilted,
geometry2,ros2,A set of ROS packages for keeping track of coordinate transforms.,https://github.com/ros2/geometry2,9658,146,237,88,,BSD-3-Clause,False,False,False,False,False,True,good first issue,146,1873,2009-09-04T23:10:08Z,95,14714,0,code,Organization,9658,26,146,C++;Python;CMake;C;Batchfile;Makefile,21,530,621,67,186,30.07,204.57,17.34,1.71,2.19,1.35,0.0,0.0,0.0,108,ros2/geometry2,humble|jazzy|kilted,
kuka_drivers,kroshu,Repository containing ROS 2 drivers for multiple KUKA robots,https://github.com/kroshu/kuka_drivers,3226,152,36,22,,Apache-2.0,True,True,False,False,False,False,,15,869,2019-11-05T07:40:04Z,6,407,0,code,Organization,3226,14,152,C++;Python;C;Java;CMake,5,184,201,17,90,8.87,84.1,11.9,0.26,0.49,2.08,3.26,1.91,0.0,73,kroshu/kuka_drivers,humble,
kuka_robot_descriptions,kroshu,Repository containing models of KUKA robots,https://github.com/kroshu/kuka_robot_descriptions,127053,74,34,11,,Apache-2.0,True,True,False,True,False,True,good first issue,14,199,2022-06-14T15:30:43Z,2,202,0,docs,Organization,127053,4,74,Python;C++;CMake;C;Shell,6,122,136,5,28,10.01,88.34,4.42,0.36,0.76,1.64,21.27,2.11,0.0,45,kroshu/kuka_robot_descriptions,humble,
webots_ros2,cyberbotics,Webots ROS 2 packages,https://github.com/cyberbotics/webots_ros2,57524,517,182,50,examples;localization;motion-planning;navigation;robot;robotics;ros;ros2;simulation;slam;webots;webots-ros2,Apache-2.0,True,True,True,True,False,True,good first issue,42,1629,2019-07-19T14:12:10Z,1,1,0,docs,Organization,57524,28,517,C;Python;C++;SWIG;Makefile;CMake;Shell;Lua;Dockerfile;Batchfile,10,562,716,40,254,10.5,79.34,20.62,0.56,2.3,6.54,2.17,1.61,3.27,79,cyberbotics/webots_ros2,humble|jazzy|kilted,
common_interfaces,ros2,A set of packages which contain common interface files (.msg and .srv).,https://github.com/ros2/common_interfaces,848,341,145,45,,,True,False,False,False,False,True,good first issue,58,308,2015-06-16T01:21:05Z,3,232,0,config,Organization,848,29,341,C++;Python;CMake,15,171,205,30,66,38.8,102.24,2.39,0.47,1.12,2.64,1.5,0.0,0.0,129,ros2/common_interfaces,humble|jazzy|kilted,
ros2_canopen,ros-industrial,CANopen driver framework for ROS2,https://github.com/ros-industrial/ros2_canopen,54016,248,114,102,canopen;robotics;ros2,,True,False,False,False,False,True,good first issue,29,688,2022-01-19T13:40:22Z,10,4767,0,code,Organization,54016,12,248,C++;Python;CMake;C;Batchfile;Makefile;Dockerfile;CSS;Shell,20,162,184,82,129,49.9,62.02,14.33,0.69,2.38,5.17,20.65,0.0,0.0,48,ros-industrial/ros2_canopen,humble|jazzy|kilted,
mrpt_ros,MRPT,Fine-grained ROS packages for MRPT libraries and apps,https://github.com/MRPT/mrpt_ros,527,9,4,1,,BSD-3-Clause,True,False,False,False,False,True,good first issue,3,100,2024-07-26T21:07:21Z,2,30,0,docs,Organization,527,3,9,CMake;Python,0,2,2,1,2,0.24,2.53,5.0,0.15,0.2,0.45,14.57,0.0,0.0,20,MRPT/mrpt_ros,humble|jazzy|kilted,
ros2_planning_system,IntelligentRoboticsLabs,This repo contains a PDDL-based planning system for ROS2.,https://github.com/PlanSys2/ros2_planning_system,441744,469,109,42,,Apache-2.0,True,True,True,False,False,True,good first issue,28,1219,2019-11-18T11:10:14Z,2,31,0,docs,Organization,441744,19,469,C++;Python;PDDL;CMake,7,214,242,35,101,19.22,83.71,16.04,0.45,1.43,6.17,2.68,3.71,3.27,76,PlanSys2/ros2_planning_system,humble,
rmf_internal_msgs,open-rmf,Messages used by the core RMF software,https://github.com/open-rmf/rmf_internal_msgs,383,14,28,0,,Apache-2.0,True,True,False,False,False,True,good first issue,16,170,2019-08-21T06:25:59Z,2,203,0,docs,Organization,383,7,14,CMake,0,73,83,0,6,26.82,43.82,2.83,0.3,0.47,0.23,0.29,0.89,0.0,60,open-rmf/rmf_internal_msgs,humble|jazzy|kilted,
rosidl,ros2,Packages which provide the ROS IDL (.msg) definition and code generation.,https://github.com/ros2/rosidl,3202,103,149,97,,Apache-2.0,True,True,False,False,False,True,good first issue,86,1009,2014-07-11T19:18:10Z,1,202,0,other,Organization,3202,26,103,C++;C;Python;EmberScript;CMake;Shell,14,79,86,71,158,13.17,137.17,7.21,0.66,1.06,0.74,1.58,0.89,0.0,140,ros2/rosidl,humble|jazzy|kilted,
rtabmap_ros,introlab,RTAB-Map's ROS package.,https://github.com/introlab/rtabmap_ros,56903,1377,639,541,,BSD-3-Clause,True,False,False,False,False,False,,33,1860,2011-06-20T16:49:22Z,49,2494,0,code,Organization,56903,32,1377,C++;Python;CMake;Dockerfile;C;Shell,2,83,93,539,760,9.19,66.38,13.38,0.29,4.6,9.91,4.94,0.0,0.0,139,introlab/rtabmap_ros,humble|jazzy|kilted,
fuse,locusrobotics,"The fuse stack provides a general architecture for performing sensor fusion live on a robot. Some possible applications include state estimation, localization, mapping, and calibration.",https://github.com/locusrobotics/fuse,7696,850,133,45,,Other,True,False,False,False,False,True,good first issue,15,364,2018-07-01T16:21:44Z,2,34,0,config,Organization,7696,52,850,C++;CMake;Python;C;HTML,19,330,353,26,22,31.33,224.65,3.96,0.18,1.45,9.24,9.78,0.0,0.0,92,locusrobotics/fuse,jazzy|kilted,
rosidlcpp,Tonywelte,,https://github.com/TonyWelte/rosidlcpp,2207,29,1,1,,Apache-2.0,True,True,False,False,False,True,good first issue,1,110,2024-12-22T17:00:54Z,32,8532,0,code,User,2207,4,29,C++;CMake;C;Makefile;Python;Dockerfile,0,16,16,1,3,0.11,8.98,7.86,0.07,0.07,2.07,8.42,0.92,0.0,14,TonyWelte/rosidlcpp,jazzy|kilted,
autoware_utils,autowarefoundation,C++ common utilities for Autoware,https://github.com/autowarefoundation/autoware_utils,548,7,41,8,,Apache-2.0,False,True,True,True,False,True,good first issue,26,78,2022-08-02T09:23:45Z,14,727,0,code,Organization,548,4,7,C++;CMake,6,65,81,2,6,10.87,46.84,3.55,1.18,1.86,0.32,0.0,0.1,5.36,22,autowarefoundation/autoware_utils,humble|jazzy,
clearpath_common,clearpathrobotics,,https://github.com/clearpathrobotics/clearpath_common,34319,50,37,4,,BSD-3-Clause,False,False,False,False,False,False,,13,725,2011-08-17T20:33:23Z,86,10963,0,code,Organization,34319,43,50,Python;C++;CMake,3,254,273,1,28,6.73,29.37,4.45,0.1,0.23,0.31,0.0,0.0,0.0,163,clearpathrobotics/clearpath_common,humble|jazzy,
franka_ros2,frankaemika,ROS 2 integration for Franka research robots,https://github.com/frankarobotics/franka_ros2,2850,302,208,91,robotics;ros2,Apache-2.0,True,True,False,False,False,True,good first issue,22,531,2021-09-08T12:55:46Z,1,0,0,docs,Organization,2850,9,302,C++;Python;CMake;Dockerfile;C;Shell,11,5,30,80,90,212.39,125.93,10.41,0.53,4.08,5.92,10.37,0.89,0.0,51,frankarobotics/franka_ros2,humble,
ros_gz,gazebosim,Integration between ROS (1 and 2) and Gazebo simulation,https://github.com/gazebosim/ros_gz,8331,481,203,70,cpp;gazebo;gazebosim;hacktoberfest;ignition;ignition-gazebo;ignition-transport;pubsub;robotics;robotics-simulation;ros;ros2;simulation;transport,Apache-2.0,True,True,False,False,False,True,good first issue,74,587,2018-08-01T22:42:46Z,2,203,0,docs,Organization,8331,16,481,C++;Python;CMake;EmberScript,5,558,612,65,163,16.57,99.93,6.45,0.84,2.23,5.29,5.51,0.62,0.0,91,gazebosim/ros_gz,humble|jazzy|kilted,
EasyNavigation,EasyNavigation,,https://github.com/EasyNavigation/EasyNavigation,48819,77,16,1,,Apache-2.0,True,False,False,False,False,True,good first issue,5,355,2025-04-13T07:41:18Z,2,675,0,docs,Organization,48819,7,77,C++;Python;CMake,0,74,77,1,9,1.56,27.8,32.27,0.45,1.45,7.0,4.24,0.0,0.0,11,EasyNavigation/EasyNavigation,jazzy|kilted,
autoware_msgs,autowarefoundation,,https://github.com/autowarefoundation/autoware_msgs,378,40,66,9,autoware;ros;ros2,Apache-2.0,True,True,True,True,False,True,good first issue,26,115,2022-03-16T13:18:07Z,2,33,0,config,Organization,378,15,40,CMake,6,115,144,3,7,32.71,166.53,2.4,0.54,1.38,0.83,0.19,0.1,5.36,48,autowarefoundation/autoware_msgs,humble|jazzy|kilted,
ros2_control,ros-controls,Generic and simple controls framework for ROS 2,https://github.com/ros-controls/ros2_control,15102,814,404,120,control;control-systems;controllers;robot-control;robotics;ros;ros2;ros2-control;ros2-humble;ros2-jazzy;ros2-rolling,Apache-2.0,True,False,False,False,False,True,good first issue,136,1311,2017-09-09T17:11:58Z,1,1,0,docs,Organization,15102,25,814,C++;Python;CMake;Dockerfile,39,1782,1986,81,923,16.51,169.49,12.85,1.38,3.96,7.98,5.88,0.0,0.0,102,ros-controls/ros2_control,humble|jazzy|kilted,
lanelet2,fzi-forschungszentrum-informatik,Map handling framework for automated driving,https://github.com/fzi-forschungszentrum-informatik/Lanelet2,11215,923,351,11,,BSD-3-Clause,True,False,False,False,False,True,good first issue,28,600,2018-10-24T17:01:29Z,227,96787,0,code,Organization,11215,32,923,C++;Python;CMake;HTML;Dockerfile,5,67,126,6,276,54.03,96.02,6.59,0.44,3.86,10.14,10.94,0.0,0.0,91,fzi-forschungszentrum-informatik/Lanelet2,humble|jazzy|kilted,
marti_common,swri-robotics,Common utility functions for MARTI,https://github.com/swri-robotics/marti_common,2855,54,71,9,,BSD-3-Clause,True,False,False,False,False,False,,28,725,2014-12-04T15:47:52Z,168,18870,0,code,Organization,2855,11,54,C++;Python;CMake;C;GLSL,0,621,650,9,128,9.17,251.37,5.37,0.28,0.53,0.4,7.68,0.0,0.0,135,swri-robotics/marti_common,humble|jazzy|kilted,
ai_worker,ROBOTIS-GIT,AI Worker: FFW (Freedom From Work),https://github.com/ROBOTIS-GIT/ai_worker,51514,107,27,3,,Apache-2.0,True,True,False,False,False,False,,9,536,2025-04-04T11:57:35Z,2,203,0,docs,Organization,51514,10,107,C++;Python;CMake;Shell;C,1,66,76,2,4,4.53,8.19,48.73,0.82,2.45,9.73,1.15,0.89,0.0,11,ROBOTIS-GIT/ai_worker,jazzy,
rcl_interfaces,ros2,A repository for messages and services used by the ROS client libraries,https://github.com/ros2/rcl_interfaces,529,58,58,20,,Apache-2.0,True,True,False,False,False,True,good first issue,37,247,2015-04-07T00:06:46Z,6,277,0,config,Organization,529,24,58,C++;Python;CMake,7,108,134,13,32,51.07,77.12,1.89,0.31,0.44,0.44,0.92,0.89,0.0,131,ros2/rcl_interfaces,humble|jazzy|kilted,
andino,Ekumen-OS,Open-source diff drive robot ROS 2 compatible,https://github.com/Ekumen-OS/andino,172540,305,75,16,differential-drive-robot;gazebo;gazebo-ros;gazebosim;humble;robotics;ros;ros2;ros2-control;urdf,,True,True,True,True,False,True,good first issue,17,160,2022-11-24T15:42:20Z,5,31,0,docs,Organization,172540,16,305,C++;Python;Shell;CMake;Dockerfile,3,172,185,13,90,10.7,90.02,4.0,0.42,1.88,7.62,10.28,7.9,13.9,40,Ekumen-OS/andino,humble,
tuw_msgs,tuw-robotics,non common ROS messages used by tuw pkgs ,https://github.com/tuw-robotics/tuw_msgs,447,6,11,0,,Other,True,False,False,False,False,False,,14,289,2016-07-05T11:15:59Z,2,29,0,docs,Organization,447,11,6,C++;CMake,0,2,2,0,2,2.93,947.16,2.49,0.17,0.09,0.05,0.17,0.0,0.0,116,tuw-robotics/tuw_msgs,humble|jazzy|kilted,
rosbot_ros,husarion,ROS packages for ROSbot XL / 3 / 3 PRO / 2 / 2R / 2 PRO,https://github.com/husarion/rosbot_ros,12868,178,72,1,ros;ros2,Apache-2.0,True,True,False,True,False,True,good first issue,12,555,2018-04-04T12:31:11Z,1,2,0,docs,Organization,12868,9,178,C++;Python;CMake;Just;Dockerfile;Shell,1,108,122,0,44,11.46,180.2,5.84,0.16,0.76,1.87,9.14,1.06,0.0,95,husarion/rosbot_ros,jazzy,
image_pipeline,ros-perception,An image processing pipeline for ROS.,https://github.com/ros-perception/image_pipeline,27237,930,774,55,c-plus-plus;image-processing;python;ros,Other,True,True,False,False,False,True,good first issue,117,1248,2009-08-21T22:46:20Z,12,573,0,config,Organization,27237,39,930,C++;Python;C;CMake,14,511,632,41,440,77.48,381.73,7.66,1.02,4.75,5.71,1.03,0.15,0.0,163,ros-perception/image_pipeline,humble|jazzy|kilted,
flexbe_behavior_engine,flexbe,Contains the behavior engine FlexBE.,https://github.com/FlexBE/flexbe_behavior_engine,5840,67,19,2,,Other,True,True,False,False,False,True,good first issue,25,561,2015-07-10T17:06:37Z,2,30,0,docs,Organization,5840,5,67,Python;Shell;CMake,0,4,7,2,19,34.47,163.79,11.69,0.71,0.4,1.4,6.83,0.16,0.0,48,FlexBE/flexbe_behavior_engine,humble|jazzy|kilted,
game_controller_spl,ros-sports,ROS 2 Package to interface RoboCup Standard Platform League's Game Controller.,https://github.com/ros-sports/game_controller_spl,197,4,3,1,,Apache-2.0,True,True,False,False,False,True,good first issue,3,117,2022-05-03T12:04:34Z,7,356,0,config,Organization,197,1,4,Python;CMake,0,85,90,1,14,2.1,41.02,2.54,0.07,0.07,0.09,0.71,0.62,0.0,46,ros-sports/game_controller_spl,humble|jazzy|kilted,
create3_sim,iRobotEducation,ROS 2 Simulation for the iRobot® Create® 3 Educational Robot,https://github.com/iRobotEducation/create3_sim,2327,126,74,41,,BSD-3-Clause,True,False,False,True,False,True,good first issue,19,138,2021-06-04T17:58:30Z,26,485,0,docs,Organization,2327,14,126,C++;Python;CMake;QML,4,118,128,37,72,9.96,49.81,2.42,0.37,1.3,2.21,3.81,0.0,0.0,57,iRobotEducation/create3_sim,humble|jazzy,
marti_messages,swri-robotics,Supplemental ROS messages for MARTI,https://github.com/swri-robotics/marti_messages,327,7,22,0,,BSD-3-Clause,True,False,False,False,False,False,,8,188,2014-12-04T15:07:02Z,44,566,0,config,Organization,327,11,7,CMake;C++,0,112,120,0,14,2.13,33.47,1.39,0.11,0.16,0.05,5.88,0.0,0.0,135,swri-robotics/marti_messages,humble|jazzy|kilted,
move_base_flex,naturerobots,Move Base Flex: A Highly Flexible Navigation Framework,https://github.com/naturerobots/move_base_flex,3015,525,179,34,,BSD-3-Clause,True,False,False,False,False,False,,25,743,2017-08-02T14:46:11Z,53,20274,0,code,Organization,3015,22,525,C++;CMake;Python,3,158,184,31,148,32.77,88.41,7.08,0.3,1.7,5.0,7.2,0.0,0.0,105,naturerobots/move_base_flex,humble|jazzy,
mocap4r2,MOCAP4ROS2-Project,,https://github.com/MOCAP4ROS2-Project/mocap4r2,193,3,18,3,,Apache-2.0,True,False,False,False,False,True,good first issue,4,65,2022-06-27T06:34:30Z,2,202,0,docs,Organization,193,3,3,C++;Python;CMake,2,14,15,1,0,31.23,,1.44,0.09,0.4,0.07,1.36,0.0,0.0,45,MOCAP4ROS2-Project/mocap4r2,humble,
mrpt_navigation,mrpt-ros-pkg,"ROS 2 nodes wrapping core MRPT functionality: localization, autonomous navigation, rawlogs, etc. SLAM is in other packages.",https://github.com/mrpt-ros-pkg/mrpt_navigation,35531,208,101,4,c-plus-plus;mapping;mrpt;navigation;robotics;robotics-libraries;ros;ros2,BSD-3-Clause,True,False,False,False,False,False,,18,851,2010-12-23T17:48:52Z,10,528,0,config,Organization,35531,12,208,C++;Python;CMake;Shell,0,82,87,4,66,17.19,300.67,5.67,0.14,0.67,1.39,12.28,0.0,0.0,150,mrpt-ros-pkg/mrpt_navigation,humble|jazzy|kilted,
rviz,ros2,ROS 3D Robot Visualizer,https://github.com/ros2/rviz,20178,430,275,181,,BSD-3-Clause-Clear,True,False,False,False,False,True,good first issue,205,2800,2009-02-14T00:48:09Z,85,17651,0,code,Organization,20178,28,430,C++;CMake;Python;GLSL;HTML;Shell,42,961,1058,139,427,23.75,175.3,27.18,2.36,2.67,4.17,8.14,0.0,0.0,103,ros2/rviz,humble|jazzy|kilted,
astuff_sensor_msgs,astuff,A set of messages specific to each sensor supported by AutonomouStuff.,https://github.com/astuff/astuff_sensor_msgs,408,49,43,1,ros;ros-msgs;ros-packages;ros2;sensors,MIT,True,False,False,False,False,True,good first issue,15,193,2017-09-15T15:16:01Z,168,3771,0,config,Organization,408,5,49,CMake,0,61,68,1,28,2.94,145.88,1.89,0.22,0.42,0.48,1.03,0.0,0.0,102,astuff/astuff_sensor_msgs,humble|jazzy|kilted,
ecl_lite,stonier,The ecl-lite stack includes packages with few dependencies on either system or c++ functionality. This makes it ideal for very embedded builds where many of the usual mechanisms are unavailable.  ,https://github.com/stonier/ecl_lite,304,8,28,8,,Other,True,False,False,False,False,False,,7,128,2012-11-17T12:53:44Z,2,17,0,config,User,304,3,8,C++;CMake,5,20,27,3,8,12.58,268.21,0.8,0.04,0.17,0.05,0.67,0.0,0.0,160,stonier/ecl_lite,humble|jazzy|kilted,
r2r_spl,ros-sports,,https://github.com/ros-sports/r2r_spl,121,2,1,5,,Apache-2.0,True,True,False,False,False,True,good first issue,2,68,2022-06-07T12:50:35Z,7,357,0,config,Organization,121,1,2,Python;CMake,1,42,48,4,8,20.87,46.54,1.51,0.04,0.02,0.04,1.68,0.62,0.0,45,ros-sports/r2r_spl,humble|jazzy|kilted,
